Date,State/UnionTerritory,Cured,Deaths,Confirmed,New_Confirmed,New_Recovered,New_Deaths
26-03-2020,Andaman and Nicobar Islands,0,0,1,1,0,0
27-03-2020,Andaman and Nicobar Islands,0,0,1,0,0,0
28-03-2020,Andaman and Nicobar Islands,0,0,6,5,0,0
29-03-2020,Andaman and Nicobar Islands,0,0,9,3,0,0
30-03-2020,Andaman and Nicobar Islands,0,0,9,0,0,0
31-03-2020,Andaman and Nicobar Islands,0,0,10,1,0,0
04-01-2020,Andaman and Nicobar Islands,0,0,10,0,0,0
04-02-2020,Andaman and Nicobar Islands,0,0,10,0,0,0
04-03-2020,Andaman and Nicobar Islands,0,0,10,0,0,0
04-04-2020,Andaman and Nicobar Islands,0,0,10,0,0,0
04-05-2020,Andaman and Nicobar Islands,0,0,10,0,0,0
04-06-2020,Andaman and Nicobar Islands,0,0,10,0,0,0
04-07-2020,Andaman and Nicobar Islands,0,0,10,0,0,0
04-08-2020,Andaman and Nicobar Islands,0,0,10,0,0,0
04-09-2020,Andaman and Nicobar Islands,0,0,11,1,0,0
04-10-2020,Andaman and Nicobar Islands,0,0,11,0,0,0
04-11-2020,Andaman and Nicobar Islands,0,0,11,0,0,0
04-12-2020,Andaman and Nicobar Islands,10,0,11,0,10,0
13-04-2020,Andaman and Nicobar Islands,10,0,11,0,0,0
14-04-2020,Andaman and Nicobar Islands,10,0,11,0,0,0
15-04-2020,Andaman and Nicobar Islands,10,0,11,0,0,0
16-04-2020,Andaman and Nicobar Islands,10,0,11,0,0,0
17-04-2020,Andaman and Nicobar Islands,10,0,11,0,0,0
18-04-2020,Andaman and Nicobar Islands,11,0,12,1,1,0
19-04-2020,Andaman and Nicobar Islands,11,0,14,2,0,0
20-04-2020,Andaman and Nicobar Islands,11,0,15,1,0,0
21-04-2020,Andaman and Nicobar Islands,11,0,16,1,0,0
22-04-2020,Andaman and Nicobar Islands,11,0,17,1,0,0
23-04-2020,Andaman and Nicobar Islands,11,0,18,1,0,0
24-04-2020,Andaman and Nicobar Islands,11,0,22,4,0,0
25-04-2020,Andaman and Nicobar Islands,11,0,27,5,0,0
26-04-2020,Andaman and Nicobar Islands,11,0,33,6,0,0
27-04-2020,Andaman and Nicobar Islands,11,0,33,0,0,0
28-04-2020,Andaman and Nicobar Islands,11,0,33,0,0,0
29-04-2020,Andaman and Nicobar Islands,15,0,33,0,4,0
30-04-2020,Andaman and Nicobar Islands,15,0,33,0,0,0
05-01-2020,Andaman and Nicobar Islands,16,0,33,0,1,0
05-02-2020,Andaman and Nicobar Islands,16,0,33,0,0,0
05-03-2020,Andaman and Nicobar Islands,17,0,33,0,1,0
05-04-2020,Andaman and Nicobar Islands,32,0,33,0,15,0
05-05-2020,Andaman and Nicobar Islands,32,0,33,0,0,0
05-06-2020,Andaman and Nicobar Islands,32,0,33,0,0,0
05-07-2020,Andaman and Nicobar Islands,32,0,33,0,0,0
05-08-2020,Andaman and Nicobar Islands,33,0,33,0,1,0
05-09-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
05-10-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
05-11-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
05-12-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
13-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
14-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
15-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
16-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
17-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
18-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
19-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
20-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
21-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
22-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
23-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
24-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
25-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
26-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
27-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
28-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
29-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
30-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
31-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-01-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-02-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-03-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-04-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-06-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-07-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-08-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-09-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-10-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-11-2020,Andaman and Nicobar Islands,33,0,34,1,0,0
06-12-2020,Andaman and Nicobar Islands,33,0,38,4,0,0
13-06-2020,Andaman and Nicobar Islands,33,0,38,0,0,0
14-06-2020,Andaman and Nicobar Islands,33,0,38,0,0,0
15-06-2020,Andaman and Nicobar Islands,33,0,38,0,0,0
16-06-2020,Andaman and Nicobar Islands,33,0,41,3,0,0
17-06-2020,Andaman and Nicobar Islands,33,0,44,3,0,0
18-06-2020,Andaman and Nicobar Islands,33,0,44,0,0,0
19-06-2020,Andaman and Nicobar Islands,33,0,44,0,0,0
20-06-2020,Andaman and Nicobar Islands,35,0,45,1,2,0
21-06-2020,Andaman and Nicobar Islands,36,0,47,2,1,0
22-06-2020,Andaman and Nicobar Islands,37,0,48,1,1,0
23-06-2020,Andaman and Nicobar Islands,37,0,48,0,0,0
24-06-2020,Andaman and Nicobar Islands,40,0,50,2,3,0
25-06-2020,Andaman and Nicobar Islands,43,0,56,6,3,0
26-06-2020,Andaman and Nicobar Islands,43,0,59,3,0,0
27-06-2020,Andaman and Nicobar Islands,43,0,72,13,0,0
28-06-2020,Andaman and Nicobar Islands,43,0,72,0,0,0
29-06-2020,Andaman and Nicobar Islands,45,0,76,4,2,0
30-06-2020,Andaman and Nicobar Islands,46,0,90,14,1,0
07-01-2020,Andaman and Nicobar Islands,50,0,97,7,4,0
07-02-2020,Andaman and Nicobar Islands,50,0,100,3,0,0
07-03-2020,Andaman and Nicobar Islands,51,0,109,9,1,0
07-04-2020,Andaman and Nicobar Islands,54,0,116,7,3,0
07-05-2020,Andaman and Nicobar Islands,66,0,119,3,12,0
07-06-2020,Andaman and Nicobar Islands,72,0,125,6,6,0
07-07-2020,Andaman and Nicobar Islands,74,0,141,16,2,0
07-08-2020,Andaman and Nicobar Islands,75,0,147,6,1,0
07-09-2020,Andaman and Nicobar Islands,77,0,149,2,2,0
07-10-2020,Andaman and Nicobar Islands,83,0,151,2,6,0
07-11-2020,Andaman and Nicobar Islands,92,0,156,5,9,0
07-12-2020,Andaman and Nicobar Islands,93,0,163,7,1,0
13-07-2020,Andaman and Nicobar Islands,93,0,163,0,0,0
14-07-2020,Andaman and Nicobar Islands,109,0,166,3,16,0
15-07-2020,Andaman and Nicobar Islands,109,0,166,0,0,0
16-07-2020,Andaman and Nicobar Islands,130,0,176,10,21,0
17-07-2020,Andaman and Nicobar Islands,133,0,180,4,3,0
18-07-2020,Andaman and Nicobar Islands,142,0,194,14,9,0
19-07-2020,Andaman and Nicobar Islands,145,0,198,4,3,0
20-07-2020,Andaman and Nicobar Islands,145,0,203,5,0,0
21-07-2020,Andaman and Nicobar Islands,152,0,207,4,7,0
22-07-2020,Andaman and Nicobar Islands,159,0,212,5,7,0
23-07-2020,Andaman and Nicobar Islands,163,0,221,9,4,0
24-07-2020,Andaman and Nicobar Islands,170,0,240,19,7,0
25-07-2020,Andaman and Nicobar Islands,174,0,259,19,4,0
26-07-2020,Andaman and Nicobar Islands,176,0,290,31,2,0
27-07-2020,Andaman and Nicobar Islands,182,0,324,34,6,0
28-07-2020,Andaman and Nicobar Islands,192,1,338,14,10,1
29-07-2020,Andaman and Nicobar Islands,196,1,363,25,4,0
30-07-2020,Andaman and Nicobar Islands,201,2,428,65,5,1
31-07-2020,Andaman and Nicobar Islands,201,4,471,43,0,2
08-01-2020,Andaman and Nicobar Islands,214,5,548,77,13,1
08-02-2020,Andaman and Nicobar Islands,226,7,636,88,12,2
08-03-2020,Andaman and Nicobar Islands,242,8,734,98,16,1
08-04-2020,Andaman and Nicobar Islands,263,10,830,96,21,2
08-05-2020,Andaman and Nicobar Islands,277,12,928,98,14,2
08-06-2020,Andaman and Nicobar Islands,326,14,1027,99,49,2
08-07-2020,Andaman and Nicobar Islands,355,16,1123,96,29,2
08-08-2020,Andaman and Nicobar Islands,425,19,1222,99,70,3
08-09-2020,Andaman and Nicobar Islands,500,20,1351,129,75,1
08-10-2020,Andaman and Nicobar Islands,648,20,1490,139,148,0
08-11-2020,Andaman and Nicobar Islands,709,20,1625,135,61,0
08-12-2020,Andaman and Nicobar Islands,749,21,1764,139,40,1
13-08-2020,Andaman and Nicobar Islands,829,21,1900,136,80,0
14-08-2020,Andaman and Nicobar Islands,924,22,2037,137,95,1
15-08-2020,Andaman and Nicobar Islands,1032,24,2186,149,108,2
16-08-2020,Andaman and Nicobar Islands,1128,24,2306,120,96,0
17-08-2020,Andaman and Nicobar Islands,1226,28,2399,93,98,4
18-08-2020,Andaman and Nicobar Islands,1325,29,2445,46,99,1
19-08-2020,Andaman and Nicobar Islands,1421,30,2529,84,96,1
20-08-2020,Andaman and Nicobar Islands,1529,30,2604,75,108,0
21-08-2020,Andaman and Nicobar Islands,1638,31,2680,76,109,1
22-08-2020,Andaman and Nicobar Islands,1744,32,2747,67,106,1
23-08-2020,Andaman and Nicobar Islands,1853,32,2808,61,109,0
24-08-2020,Andaman and Nicobar Islands,1963,33,2860,52,110,1
25-08-2020,Andaman and Nicobar Islands,2092,35,2904,44,129,2
26-08-2020,Andaman and Nicobar Islands,2231,37,2945,41,139,2
27-08-2020,Andaman and Nicobar Islands,2309,41,2985,40,78,4
28-08-2020,Andaman and Nicobar Islands,2374,42,3018,33,65,1
29-08-2020,Andaman and Nicobar Islands,2444,42,3050,32,70,0
30-08-2020,Andaman and Nicobar Islands,2519,44,3081,31,75,2
31-08-2020,Andaman and Nicobar Islands,2586,45,3104,23,67,1
09-01-2020,Andaman and Nicobar Islands,2647,46,3132,28,61,1
09-02-2020,Andaman and Nicobar Islands,2714,46,3160,28,67,0
09-03-2020,Andaman and Nicobar Islands,2758,47,3186,26,44,1
09-04-2020,Andaman and Nicobar Islands,2823,48,3223,37,65,1
09-05-2020,Andaman and Nicobar Islands,2863,49,3257,34,40,1
09-06-2020,Andaman and Nicobar Islands,2904,50,3292,35,41,1
09-07-2020,Andaman and Nicobar Islands,2951,50,3332,40,47,0
09-08-2020,Andaman and Nicobar Islands,2997,50,3359,27,46,0
09-09-2020,Andaman and Nicobar Islands,3035,50,3392,33,38,0
09-10-2020,Andaman and Nicobar Islands,3078,51,3426,34,43,1
09-11-2020,Andaman and Nicobar Islands,3121,51,3465,39,43,0
09-12-2020,Andaman and Nicobar Islands,3157,51,3494,29,36,0
13-09-2020,Andaman and Nicobar Islands,3202,51,3521,27,45,0
14-09-2020,Andaman and Nicobar Islands,3243,51,3546,25,41,0
15-09-2020,Andaman and Nicobar Islands,3278,52,3557,11,35,1
16-09-2020,Andaman and Nicobar Islands,3318,52,3574,17,40,0
17-09-2020,Andaman and Nicobar Islands,3345,52,3593,19,27,0
18-09-2020,Andaman and Nicobar Islands,3378,52,3604,11,33,0
19-09-2020,Andaman and Nicobar Islands,3414,52,3631,27,36,0
20-09-2020,Andaman and Nicobar Islands,3436,52,3644,13,22,0
21-09-2020,Andaman and Nicobar Islands,3452,52,3651,7,16,0
22-09-2020,Andaman and Nicobar Islands,3469,52,3673,22,17,0
23-09-2020,Andaman and Nicobar Islands,3479,52,3691,18,10,0
24-09-2020,Andaman and Nicobar Islands,3494,52,3712,21,15,0
25-09-2020,Andaman and Nicobar Islands,3503,52,3744,32,9,0
26-09-2020,Andaman and Nicobar Islands,3528,52,3759,15,25,0
27-09-2020,Andaman and Nicobar Islands,3551,52,3774,15,23,0
28-09-2020,Andaman and Nicobar Islands,3553,53,3794,20,2,1
29-09-2020,Andaman and Nicobar Islands,3582,53,3803,9,29,0
30-09-2020,Andaman and Nicobar Islands,3587,53,3821,18,5,0
10-01-2020,Andaman and Nicobar Islands,3608,53,3835,14,21,0
10-02-2020,Andaman and Nicobar Islands,3623,53,3848,13,15,0
10-03-2020,Andaman and Nicobar Islands,3631,53,3858,10,8,0
10-04-2020,Andaman and Nicobar Islands,3642,53,3868,10,11,0
10-05-2020,Andaman and Nicobar Islands,3649,53,3884,16,7,0
10-06-2020,Andaman and Nicobar Islands,3659,54,3899,15,10,1
10-07-2020,Andaman and Nicobar Islands,3678,54,3912,13,19,0
10-08-2020,Andaman and Nicobar Islands,3696,54,3935,23,18,0
10-09-2020,Andaman and Nicobar Islands,3707,55,3952,17,11,1
10-10-2020,Andaman and Nicobar Islands,3724,55,3976,24,17,0
10-11-2020,Andaman and Nicobar Islands,3744,55,3992,16,20,0
10-12-2020,Andaman and Nicobar Islands,3764,55,4005,13,20,0
13-10-2020,Andaman and Nicobar Islands,3770,55,4023,18,6,0
14-10-2020,Andaman and Nicobar Islands,3782,55,4036,13,12,0
15-10-2020,Andaman and Nicobar Islands,3796,55,4046,10,14,0
16-10-2020,Andaman and Nicobar Islands,3817,55,4062,16,21,0
17-10-2020,Andaman and Nicobar Islands,3831,56,4072,10,14,1
18-10-2020,Andaman and Nicobar Islands,3848,56,4083,11,17,0
19-10-2020,Andaman and Nicobar Islands,3868,56,4108,25,20,0
20-10-2020,Andaman and Nicobar Islands,3892,56,4126,18,24,0
21-10-2020,Andaman and Nicobar Islands,3902,56,4141,15,10,0
22-10-2020,Andaman and Nicobar Islands,3913,56,4168,27,11,0
23-10-2020,Andaman and Nicobar Islands,3937,57,4184,16,24,1
24-10-2020,Andaman and Nicobar Islands,3945,58,4207,23,8,1
25-10-2020,Andaman and Nicobar Islands,3968,58,4225,18,23,0
26-10-2020,Andaman and Nicobar Islands,3983,58,4245,20,15,0
27-10-2020,Andaman and Nicobar Islands,3997,58,4253,8,14,0
28-10-2020,Andaman and Nicobar Islands,4019,58,4274,21,22,0
29-10-2020,Andaman and Nicobar Islands,4039,58,4289,15,20,0
30-10-2020,Andaman and Nicobar Islands,4054,59,4305,16,15,1
31-10-2020,Andaman and Nicobar Islands,4076,59,4317,12,22,0
11-01-2020,Andaman and Nicobar Islands,4100,59,4332,15,24,0
11-02-2020,Andaman and Nicobar Islands,4112,60,4340,8,12,1
11-03-2020,Andaman and Nicobar Islands,4132,60,4352,12,20,0
11-04-2020,Andaman and Nicobar Islands,4153,60,4372,20,21,0
11-05-2020,Andaman and Nicobar Islands,4163,60,4389,17,10,0
11-06-2020,Andaman and Nicobar Islands,4175,60,4403,14,12,0
11-07-2020,Andaman and Nicobar Islands,4194,60,4420,17,19,0
11-08-2020,Andaman and Nicobar Islands,4206,60,4441,21,12,0
11-09-2020,Andaman and Nicobar Islands,4221,60,4450,9,15,0
11-10-2020,Andaman and Nicobar Islands,4239,60,4463,13,18,0
11-11-2020,Andaman and Nicobar Islands,4255,60,4477,14,16,0
11-12-2020,Andaman and Nicobar Islands,4267,60,4494,17,12,0
13-11-2020,Andaman and Nicobar Islands,4282,61,4507,13,15,1
14-11-2020,Andaman and Nicobar Islands,4304,61,4518,11,22,0
15-11-2020,Andaman and Nicobar Islands,4315,61,4527,9,11,0
16-11-2020,Andaman and Nicobar Islands,4330,61,4536,9,15,0
17-11-2020,Andaman and Nicobar Islands,4346,61,4557,21,16,0
18-11-2020,Andaman and Nicobar Islands,4363,61,4574,17,17,0
19-11-2020,Andaman and Nicobar Islands,4378,61,4593,19,15,0
20-11-2020,Andaman and Nicobar Islands,4398,61,4604,11,20,0
21-11-2020,Andaman and Nicobar Islands,4408,61,4617,13,10,0
22-11-2020,Andaman and Nicobar Islands,4428,61,4631,14,20,0
23-11-2020,Andaman and Nicobar Islands,4440,61,4641,10,12,0
24-11-2020,Andaman and Nicobar Islands,4453,61,4656,15,13,0
25-11-2020,Andaman and Nicobar Islands,4464,61,4667,11,11,0
26-11-2020,Andaman and Nicobar Islands,4479,61,4677,10,15,0
27-11-2020,Andaman and Nicobar Islands,4491,61,4682,5,12,0
28-11-2020,Andaman and Nicobar Islands,4508,61,4689,7,17,0
29-11-2020,Andaman and Nicobar Islands,4518,61,4698,9,10,0
30-11-2020,Andaman and Nicobar Islands,4537,61,4704,6,19,0
12-01-2020,Andaman and Nicobar Islands,4550,61,4710,6,13,0
12-02-2020,Andaman and Nicobar Islands,4566,61,4718,8,16,0
12-03-2020,Andaman and Nicobar Islands,4583,61,4723,5,17,0
12-04-2020,Andaman and Nicobar Islands,4597,61,4729,6,14,0
12-05-2020,Andaman and Nicobar Islands,4611,61,4742,13,14,0
12-06-2020,Andaman and Nicobar Islands,4616,61,4747,5,5,0
12-07-2020,Andaman and Nicobar Islands,4624,61,4758,11,8,0
12-08-2020,Andaman and Nicobar Islands,4631,61,4773,15,7,0
12-09-2020,Andaman and Nicobar Islands,4647,61,4778,5,16,0
12-10-2020,Andaman and Nicobar Islands,4647,61,4783,5,0,0
12-11-2020,Andaman and Nicobar Islands,4652,61,4791,8,5,0
12-12-2020,Andaman and Nicobar Islands,4659,61,4798,7,7,0
13-12-2020,Andaman and Nicobar Islands,4665,61,4805,7,6,0
14-12-2020,Andaman and Nicobar Islands,4673,61,4818,13,8,0
15-12-2020,Andaman and Nicobar Islands,4681,61,4773,0,8,0
16-12-2020,Andaman and Nicobar Islands,4688,61,4842,69,7,0
17-12-2020,Andaman and Nicobar Islands,4698,61,4850,8,10,0
18-12-2020,Andaman and Nicobar Islands,4707,61,4860,10,9,0
19-12-2020,Andaman and Nicobar Islands,4712,61,4869,9,5,0
20-12-2020,Andaman and Nicobar Islands,4719,61,4875,6,7,0
21-12-2020,Andaman and Nicobar Islands,4732,61,4881,6,13,0
22-12-2020,Andaman and Nicobar Islands,4740,62,4888,7,8,1
23-12-2020,Andaman and Nicobar Islands,4749,62,4893,5,9,0
24-12-2020,Andaman and Nicobar Islands,4761,62,4896,3,12,0
25-12-2020,Andaman and Nicobar Islands,4775,62,4901,5,14,0
26-12-2020,Andaman and Nicobar Islands,4781,62,4912,11,6,0
27-12-2020,Andaman and Nicobar Islands,4789,62,4912,0,8,0
28-12-2020,Andaman and Nicobar Islands,4798,62,4924,12,9,0
29-12-2020,Andaman and Nicobar Islands,4803,62,4929,5,5,0
30-12-2020,Andaman and Nicobar Islands,4811,62,4936,7,8,0
31-12-2020,Andaman and Nicobar Islands,4820,62,4941,5,9,0
01-01-2021,Andaman and Nicobar Islands,4826,62,4945,4,6,0
01-02-2021,Andaman and Nicobar Islands,4830,62,4946,1,4,0
01-03-2021,Andaman and Nicobar Islands,4837,62,4947,1,7,0
01-04-2021,Andaman and Nicobar Islands,4846,62,4948,1,9,0
01-05-2021,Andaman and Nicobar Islands,4848,62,4948,0,2,0
01-06-2021,Andaman and Nicobar Islands,4856,62,4949,1,8,0
01-07-2021,Andaman and Nicobar Islands,4859,62,4949,0,3,0
01-08-2021,Andaman and Nicobar Islands,4864,62,4958,9,5,0
01-09-2021,Andaman and Nicobar Islands,4866,62,4959,1,2,0
01-10-2021,Andaman and Nicobar Islands,4873,62,4959,0,7,0
01-11-2021,Andaman and Nicobar Islands,4875,62,4960,1,2,0
01-12-2021,Andaman and Nicobar Islands,4884,62,4963,3,9,0
13-01-2021,Andaman and Nicobar Islands,4886,62,4966,3,2,0
14-01-2021,Andaman and Nicobar Islands,4891,62,4969,3,5,0
15-01-2021,Andaman and Nicobar Islands,4891,62,4976,7,0,0
16-01-2021,Andaman and Nicobar Islands,4895,62,4979,3,4,0
17-01-2021,Andaman and Nicobar Islands,4895,62,4982,3,0,0
18-01-2021,Andaman and Nicobar Islands,4896,62,4983,1,1,0
19-01-2021,Andaman and Nicobar Islands,4897,62,4988,5,1,0
20-01-2021,Andaman and Nicobar Islands,4897,62,4989,1,0,0
21-01-2021,Andaman and Nicobar Islands,4900,62,4991,2,3,0
22-01-2021,Andaman and Nicobar Islands,4904,62,4991,0,4,0
23-01-2021,Andaman and Nicobar Islands,4907,62,4992,1,3,0
24-01-2021,Andaman and Nicobar Islands,4907,62,4993,1,0,0
25-01-2021,Andaman and Nicobar Islands,4908,62,4993,0,1,0
26-01-2021,Andaman and Nicobar Islands,4917,62,4994,1,9,0
27-01-2021,Andaman and Nicobar Islands,4917,62,4994,0,0,0
28-01-2021,Andaman and Nicobar Islands,4922,62,4994,0,5,0
29-01-2021,Andaman and Nicobar Islands,4924,62,4994,0,2,0
30-01-2021,Andaman and Nicobar Islands,4927,62,4994,0,3,0
31-01-2021,Andaman and Nicobar Islands,4928,62,4994,0,1,0
02-01-2021,Andaman and Nicobar Islands,4928,62,4994,0,0,0
02-02-2021,Andaman and Nicobar Islands,4932,62,4994,0,4,0
02-03-2021,Andaman and Nicobar Islands,4932,62,4994,0,0,0
02-04-2021,Andaman and Nicobar Islands,4932,62,4994,0,0,0
02-05-2021,Andaman and Nicobar Islands,4932,62,4994,0,0,0
02-06-2021,Andaman and Nicobar Islands,4932,62,4997,3,0,0
02-07-2021,Andaman and Nicobar Islands,4932,62,5000,3,0,0
02-08-2021,Andaman and Nicobar Islands,4932,62,5001,1,0,0
02-09-2021,Andaman and Nicobar Islands,4932,62,5005,4,0,0
02-10-2021,Andaman and Nicobar Islands,4932,62,5007,2,0,0
02-11-2021,Andaman and Nicobar Islands,4932,62,5007,0,0,0
02-12-2021,Andaman and Nicobar Islands,4932,62,5007,0,0,0
13-02-2021,Andaman and Nicobar Islands,4934,62,5007,0,2,0
14-02-2021,Andaman and Nicobar Islands,4938,62,5009,2,4,0
15-02-2021,Andaman and Nicobar Islands,4938,62,5009,0,0,0
16-02-2021,Andaman and Nicobar Islands,4938,62,5009,0,0,0
17-02-2021,Andaman and Nicobar Islands,4943,62,5013,4,5,0
18-02-2021,Andaman and Nicobar Islands,4944,62,5014,1,1,0
19-02-2021,Andaman and Nicobar Islands,4944,62,5014,0,0,0
20-02-2021,Andaman and Nicobar Islands,4948,62,5014,0,4,0
21-02-2021,Andaman and Nicobar Islands,4949,62,5014,0,1,0
22-02-2021,Andaman and Nicobar Islands,4949,62,5014,0,0,0
23-02-2021,Andaman and Nicobar Islands,4949,62,5015,1,0,0
24-02-2021,Andaman and Nicobar Islands,4949,62,5016,1,0,0
25-02-2021,Andaman and Nicobar Islands,4950,62,5016,0,1,0
26-02-2021,Andaman and Nicobar Islands,4952,62,5016,0,2,0
27-02-2021,Andaman and Nicobar Islands,4952,62,5017,1,0,0
28-02-2021,Andaman and Nicobar Islands,4952,62,5018,1,0,0
03-01-2021,Andaman and Nicobar Islands,4952,62,5020,2,0,0
03-02-2021,Andaman and Nicobar Islands,4952,62,5020,0,0,0
03-03-2021,Andaman and Nicobar Islands,4952,62,5020,0,0,0
03-04-2021,Andaman and Nicobar Islands,4952,62,5022,2,0,0
03-05-2021,Andaman and Nicobar Islands,4953,62,5024,2,1,0
03-06-2021,Andaman and Nicobar Islands,4954,62,5024,0,1,0
03-07-2021,Andaman and Nicobar Islands,4955,62,5024,0,1,0
03-08-2021,Andaman and Nicobar Islands,4955,62,5024,0,0,0
03-09-2021,Andaman and Nicobar Islands,4957,62,5026,2,2,0
03-10-2021,Andaman and Nicobar Islands,4958,62,5028,2,1,0
03-11-2021,Andaman and Nicobar Islands,4958,62,5028,0,0,0
03-12-2021,Andaman and Nicobar Islands,4960,62,5028,0,2,0
13-03-2021,Andaman and Nicobar Islands,4961,62,5029,1,1,0
14-03-2021,Andaman and Nicobar Islands,4964,62,5030,1,3,0
15-03-2021,Andaman and Nicobar Islands,4964,62,5031,1,0,0
16-03-2021,Andaman and Nicobar Islands,4966,62,5031,0,2,0
17-03-2021,Andaman and Nicobar Islands,4967,62,5032,1,1,0
18-03-2021,Andaman and Nicobar Islands,4967,62,5035,3,0,0
19-03-2021,Andaman and Nicobar Islands,4969,62,5036,1,2,0
20-03-2021,Andaman and Nicobar Islands,4969,62,5038,2,0,0
21-03-2021,Andaman and Nicobar Islands,4969,62,5038,0,0,0
22-03-2021,Andaman and Nicobar Islands,4969,62,5039,1,0,0
23-03-2021,Andaman and Nicobar Islands,4969,62,5039,0,0,0
24-03-2021,Andaman and Nicobar Islands,4972,62,5039,0,3,0
25-03-2021,Andaman and Nicobar Islands,4973,62,5041,2,1,0
26-03-2021,Andaman and Nicobar Islands,4974,62,5042,1,1,0
27-03-2021,Andaman and Nicobar Islands,4974,62,5043,1,0,0
28-03-2021,Andaman and Nicobar Islands,4975,62,5044,1,1,0
29-03-2021,Andaman and Nicobar Islands,4976,62,5046,2,1,0
30-03-2021,Andaman and Nicobar Islands,4976,62,5052,6,0,0
31-03-2021,Andaman and Nicobar Islands,4976,62,5081,29,0,0
04-01-2021,Andaman and Nicobar Islands,4976,62,5083,2,0,0
04-02-2021,Andaman and Nicobar Islands,4980,62,5084,1,4,0
04-03-2021,Andaman and Nicobar Islands,4981,62,5084,0,1,0
04-04-2021,Andaman and Nicobar Islands,4987,62,5098,14,6,0
04-05-2021,Andaman and Nicobar Islands,4990,62,5109,11,3,0
04-06-2021,Andaman and Nicobar Islands,5001,62,5116,7,11,0
04-07-2021,Andaman and Nicobar Islands,5010,62,5123,7,9,0
04-08-2021,Andaman and Nicobar Islands,5020,62,5131,8,10,0
04-09-2021,Andaman and Nicobar Islands,5027,62,5149,18,7,0
04-10-2021,Andaman and Nicobar Islands,5028,62,5161,12,1,0
04-11-2021,Andaman and Nicobar Islands,5038,62,5175,14,10,0
04-12-2021,Andaman and Nicobar Islands,5040,62,5190,15,2,0
13-04-2021,Andaman and Nicobar Islands,5050,62,5201,11,10,0
14-04-2021,Andaman and Nicobar Islands,5054,62,5209,8,4,0
15-04-2021,Andaman and Nicobar Islands,5078,63,5247,38,24,1
16-04-2021,Andaman and Nicobar Islands,5082,63,5262,15,4,0
17-04-2021,Andaman and Nicobar Islands,5110,63,5289,27,28,0
18-04-2021,Andaman and Nicobar Islands,5146,64,5331,42,36,1
19-04-2021,Andaman and Nicobar Islands,5200,64,5390,59,54,0
20-04-2021,Andaman and Nicobar Islands,5212,64,5421,31,12,0
21-04-2021,Andaman and Nicobar Islands,5243,64,5466,45,31,0
22-04-2021,Andaman and Nicobar Islands,5276,64,5490,24,33,0
23-04-2021,Andaman and Nicobar Islands,5309,65,5527,37,33,1
24-04-2021,Andaman and Nicobar Islands,5358,65,5569,42,49,0
25-04-2021,Andaman and Nicobar Islands,5410,66,5614,45,52,1
26-04-2021,Andaman and Nicobar Islands,5467,66,5665,51,57,0
27-04-2021,Andaman and Nicobar Islands,5520,66,5716,51,53,0
28-04-2021,Andaman and Nicobar Islands,5562,66,5764,48,42,0
29-04-2021,Andaman and Nicobar Islands,5606,67,5816,52,44,1
30-04-2021,Andaman and Nicobar Islands,5643,67,5875,59,37,0
05-01-2021,Andaman and Nicobar Islands,5701,67,5949,74,58,0
05-02-2021,Andaman and Nicobar Islands,5773,68,6046,97,72,1
05-03-2021,Andaman and Nicobar Islands,5798,69,6084,38,25,1
05-04-2021,Andaman and Nicobar Islands,5850,70,6150,66,52,1
05-05-2021,Andaman and Nicobar Islands,5879,70,6181,31,29,0
