Country,Year-Month,New_Confirmed,New_Deaths,New_Recovered,Total_Confirmed(new+previous)
Czechia,01-01-2021,266113,4728,279336,984774
Czechia,01-02-2021,250706,4031,195640,1235480
Czechia,01-03-2021,299066,6082,298904,1532332
Czechia,01-04-2021,98426,2846,182978,1630758
Czechia,01-05-2021,30514,841,70659,1661272
Czechia,01-06-2021,6015,195,15481,1667287
Czechia,01-07-2021,6289,71,4735,1673576
Czechia,01-08-2021,5613,46,1007,1679189
Czechia,01-09-2021,12300,55,0,1691489
Czechia,01-10-2021,72509,294,0,1762902
Czechia,01-11-2021,387140,2316,0,2150042
Czechia,01-12-2021,325687,3060,0,2475729
Czechia,01-01-2022,537725,1080,0,3013454
Czechia,01-02-2022,560874,1383,0,3574328
Czechia,01-03-2022,247707,1100,0,3822035
Czechia,01-04-2022,59609,288,0,3881644
Denmark,01-01-2020,0,0,0,0
Denmark,01-02-2020,3,0,0,3
Denmark,01-03-2020,3036,90,77,3039
Denmark,01-04-2020,6317,362,6664,9356
Denmark,01-05-2020,2513,128,3819,11869
Denmark,01-06-2020,1099,31,1289,12968
Denmark,01-07-2020,1060,10,931,14028
Denmark,01-08-2020,3382,9,2813,17410
Denmark,01-09-2020,11069,26,5604,28479
Denmark,01-10-2020,18384,71,13823,46863
Denmark,01-11-2020,34139,116,29011,81002
Denmark,01-12-2020,83114,461,63813,164116
Denmark,01-01-2021,35040,828,60152,199156
Denmark,01-02-2021,12727,236,14872,211883
Denmark,01-03-2021,21413,58,16982,231295
Denmark,01-04-2021,19954,64,18774,251249
Denmark,01-05-2021,30736,33,27732,281985
Denmark,01-06-2021,12518,18,22818,294503
Denmark,01-07-2021,23406,16,15203,317909
Denmark,01-08-2021,29119,35,3171,347028
Denmark,01-09-2021,13522,72,0,360550
Denmark,01-10-2021,30177,58,0,390727
Denmark,01-11-2021,101756,192,0,492483
Denmark,01-12-2021,318289,374,0,810772
Denmark,01-01-2022,962129,496,0,1772901
Denmark,01-02-2022,1037899,880,0,2810800
Denmark,01-03-2022,294602,1090,0,3105402
Denmark,01-04-2022,38242,287,0,3143644
Djibouti,01-01-2020,0,0,0,0
Djibouti,01-02-2020,0,0,0,0
Djibouti,01-03-2020,30,0,0,30
Djibouti,01-04-2020,1059,2,642,1089
Djibouti,01-05-2020,2265,22,862,3354
Djibouti,01-06-2020,1328,30,3020,4682
Djibouti,01-07-2020,402,4,475,5084
Djibouti,01-08-2020,303,2,324,5387
Djibouti,01-09-2020,29,1,21,5416
Djibouti,01-10-2020,145,0,97,5561
Djibouti,01-11-2020,118,0,143,5679
Djibouti,01-12-2020,152,0,144,5831
Djibouti,01-01-2021,101,2,117,5932
Djibouti,01-02-2021,134,0,52,6066
Djibouti,01-03-2021,1936,7,563,8002
Djibouti,01-04-2021,3098,73,4248,11100
Djibouti,01-05-2021,433,11,661,11533
Djibouti,01-06-2021,69,1,74,11602
Djibouti,01-07-2021,49,1,47,11651
Djibouti,01-08-2021,99,1,1,11750
Djibouti,01-09-2021,1061,10,0,12811
Djibouti,01-10-2021,667,14,0,13478
Djibouti,01-11-2021,26,5,0,13504
Djibouti,01-12-2021,152,3,0,13656
Djibouti,01-01-2022,1808,0,0,15464
Djibouti,01-02-2022,83,0,0,15547
Djibouti,01-03-2022,40,0,0,15587
Djibouti,01-04-2022,11,0,0,15598
Dominica,01-01-2020,0,0,0,0
Dominica,01-02-2020,0,0,0,0
Dominica,01-03-2020,12,0,0,12
Dominica,01-04-2020,4,0,13,16
Dominica,01-05-2020,0,0,3,16
Dominica,01-06-2020,2,0,2,18
Dominica,01-07-2020,0,0,0,18
Dominica,01-08-2020,2,0,0,20
Dominica,01-09-2020,10,0,6,30
Dominica,01-10-2020,20,0,9,50
Dominica,01-11-2020,35,0,30,85
Dominica,01-12-2020,3,0,20,88
Dominica,01-01-2021,29,0,23,117
Dominica,01-02-2021,25,0,21,142
Dominica,01-03-2021,19,0,26,161
Dominica,01-04-2021,13,0,19,174
Dominica,01-05-2021,14,0,14,188
Dominica,01-06-2021,5,0,5,193
Dominica,01-07-2021,17,0,9,210
Dominica,01-08-2021,1428,4,9,1638
Dominica,01-09-2021,1843,16,0,3481
Dominica,01-10-2021,1342,12,0,4823
Dominica,01-11-2021,1205,6,0,6028
Dominica,01-12-2021,820,9,0,6814
Dominica,01-01-2022,2218,4,0,9032
Dominica,01-02-2022,2076,6,0,11108
Dominica,01-03-2022,751,6,0,11859
Dominica,01-04-2022,129,0,0,11988
Dominican Republic,01-01-2020,0,0,0,0
Dominican Republic,01-02-2020,0,0,0,0
Dominican Republic,01-03-2020,1109,51,5,1109
Dominican Republic,01-04-2020,5863,250,1296,6972
Dominican Republic,01-05-2020,10313,201,9258,17285
Dominican Republic,01-06-2020,15283,245,7021,32568
Dominican Republic,01-07-2020,37081,413,18890,69649
Dominican Republic,01-08-2020,25066,550,31612,94715
Dominican Republic,01-09-2020,17494,395,19547,112209
Dominican Republic,01-10-2020,14809,140,17233,127018
Dominican Republic,01-11-2020,16970,86,10357,143988
Dominican Republic,01-12-2020,26797,83,15966,170785
Dominican Republic,01-01-2021,43275,252,26348,214060
Dominican Republic,01-02-2021,25557,434,33805,239617
Dominican Republic,01-03-2021,13110,225,20818,252727
Dominican Republic,01-04-2021,13834,155,14236,266561
Dominican Republic,01-05-2021,26225,148,15204,292786
Dominican Republic,01-06-2021,32435,194,24483,325221
Dominican Republic,01-07-2021,16684,141,57254,341905
Dominican Republic,01-08-2021,8268,45,1528,350173
Dominican Republic,01-09-2021,8874,38,0,359047
Dominican Republic,01-10-2021,22620,84,0,381667
Dominican Republic,01-11-2021,25584,74,0,407251
Dominican Republic,01-12-2021,11527,43,0,418778
Dominican Republic,01-01-2022,136467,60,0,555245
Dominican Republic,01-02-2022,19311,61,0,574556
Dominican Republic,01-03-2022,3464,7,0,578020
Dominican Republic,01-04-2022,713,0,0,578733
Ecuador,01-01-2020,0,0,0,0
Ecuador,01-02-2020,0,0,0,0
Ecuador,01-03-2020,2240,75,54,2240
Ecuador,01-04-2020,22694,825,1504,24934
Ecuador,01-05-2020,17277,2458,18034,39098
Ecuador,01-06-2020,17334,1169,8002,56432
Ecuador,01-07-2020,28923,1175,8450,85355
Ecuador,01-08-2020,28412,854,65625,113767
Ecuador,01-09-2020,31233,4799,21689,137047
Ecuador,01-10-2020,31145,1315,29463,168192
Ecuador,01-11-2020,24493,791,28045,192685
Ecuador,01-12-2020,19827,573,14703,212512
Ecuador,01-01-2021,38316,825,25307,250828
Ecuador,01-02-2021,35327,952,38084,286155
Ecuador,01-03-2021,42600,1036,33786,328755
Ecuador,01-04-2021,53107,1784,36914,381862
Ecuador,01-05-2021,44175,1941,56553,426037
Ecuador,01-06-2021,32467,988,48537,458504
Ecuador,01-07-2021,28868,10071,20192,487372
Ecuador,01-08-2021,14371,628,0,501743
Ecuador,01-09-2021,8434,525,0,510177
Ecuador,01-10-2021,7085,196,0,517262
Ecuador,01-11-2021,10478,316,0,527333
Ecuador,01-12-2021,22085,385,0,549418
Ecuador,01-01-2022,182620,852,0,732038
Ecuador,01-02-2022,95722,690,0,827760
Ecuador,01-03-2022,32130,198,0,859890
Ecuador,01-04-2022,5695,92,0,865585
Egypt,01-01-2020,0,0,0,0
Egypt,01-02-2020,1,0,1,1
Egypt,01-03-2020,709,46,162,710
Egypt,01-04-2020,4827,346,1224,5537
Egypt,01-05-2020,19448,567,4656,24985
Egypt,01-06-2020,43326,1994,12423,68311
Egypt,01-07-2020,25767,1852,21178,94078
Egypt,01-08-2020,4861,616,33291,98939
Egypt,01-09-2020,4259,509,23565,103198
Egypt,01-10-2020,4357,336,2958,107555
Egypt,01-11-2020,8356,384,3266,115911
Egypt,01-12-2020,22151,981,9387,138062
Egypt,01-01-2021,27889,1685,17531,165951
Egypt,01-02-2021,16473,1372,11256,182424
Egypt,01-03-2021,19707,1307,13802,202131
Egypt,01-04-2021,25421,1344,16079,227552
Egypt,01-05-2021,35098,1757,21339,262650
Egypt,01-06-2021,18632,1073,19272,281282
Egypt,01-07-2021,2980,355,18984,284262
Egypt,01-08-2021,4179,212,1811,288441
Egypt,01-09-2021,16083,595,0,304524
Egypt,01-10-2021,26493,1320,0,331017
Egypt,01-11-2021,27561,1823,0,358578
Egypt,01-12-2021,26997,1278,0,385575
Egypt,01-01-2022,40336,883,0,425911
Egypt,01-02-2022,57860,1439,0,483771
Egypt,01-03-2022,21493,343,0,505264
Egypt,01-04-2022,6713,105,0,511977
El Salvador,01-01-2020,0,0,0,0
El Salvador,01-02-2020,0,0,0,0
El Salvador,01-03-2020,32,1,0,32
El Salvador,01-04-2020,363,9,119,395
El Salvador,01-05-2020,2122,36,921,2517
El Salvador,01-06-2020,3921,128,2730,6438
El Salvador,01-07-2020,10194,274,4592,16632
El Salvador,01-08-2020,9097,269,5930,25729
El Salvador,01-09-2020,3440,126,9521,29077
El Salvador,01-10-2020,4749,132,5373,33826
El Salvador,01-11-2020,5115,139,5892,38941
El Salvador,01-12-2020,7301,213,10882,46242
El Salvador,01-01-2021,8724,296,6924,54966
El Salvador,01-02-2021,5215,231,6601,60181
El Salvador,01-03-2021,4545,152,6328,64726
El Salvador,01-04-2021,4472,118,3236,69198
El Salvador,01-05-2021,4504,125,3927,73702
El Salvador,01-06-2021,5064,132,3769,78766
El Salvador,01-07-2021,7854,248,3693,86620
El Salvador,01-08-2021,7440,289,405,94060
El Salvador,01-09-2021,10288,316,0,104348
El Salvador,01-10-2021,9074,395,0,113422
El Salvador,01-11-2021,6381,147,0,119803
El Salvador,01-12-2021,2142,48,0,121945
El Salvador,01-01-2022,13164,75,0,135109
El Salvador,01-02-2022,21255,172,0,156364
El Salvador,01-03-2022,4688,48,0,161052
El Salvador,01-04-2022,1037,6,0,162089
Equatorial Guinea,01-01-2020,0,0,0,0
Equatorial Guinea,01-02-2020,0,0,0,0
Equatorial Guinea,01-03-2020,12,0,1,12
Equatorial Guinea,01-04-2020,303,1,8,315
Equatorial Guinea,01-05-2020,991,11,191,1306
Equatorial Guinea,01-06-2020,695,20,315,2001
Equatorial Guinea,01-07-2020,2820,51,1667,4821
Equatorial Guinea,01-08-2020,120,0,1702,4941
Equatorial Guinea,01-09-2020,89,0,885,5030
Equatorial Guinea,01-10-2020,58,0,196,5088
Equatorial Guinea,01-11-2020,65,2,44,5153
Equatorial Guinea,01-12-2020,124,1,127,5277
Equatorial Guinea,01-01-2021,239,0,150,5516
Equatorial Guinea,01-02-2021,489,5,336,6005
Equatorial Guinea,01-03-2021,909,11,873,6914
Equatorial Guinea,01-04-2021,780,10,784,7694
Equatorial Guinea,01-05-2021,835,6,867,8529
Equatorial Guinea,01-06-2021,205,3,375,8734
Equatorial Guinea,01-07-2021,146,2,116,8880
Equatorial Guinea,01-08-2021,597,3,72,9477
Equatorial Guinea,01-09-2021,2885,21,0,12362
Equatorial Guinea,01-10-2021,1006,20,0,13368
Equatorial Guinea,01-11-2021,224,8,0,13592
Equatorial Guinea,01-12-2021,118,0,0,13710
Equatorial Guinea,01-01-2022,2092,7,0,15802
Equatorial Guinea,01-02-2022,82,0,0,15884
Equatorial Guinea,01-03-2022,116,1,0,16000
Equatorial Guinea,01-04-2022,3,0,0,15906
Eritrea,01-01-2020,0,0,0,0
Eritrea,01-02-2020,0,0,0,0
Eritrea,01-03-2020,15,0,0,15
Eritrea,01-04-2020,24,0,26,39
Eritrea,01-05-2020,0,0,13,39
Eritrea,01-06-2020,164,0,14,203
Eritrea,01-07-2020,76,0,172,279
Eritrea,01-08-2020,40,0,59,319
Eritrea,01-09-2020,56,0,57,375
Eritrea,01-10-2020,88,0,71,463
Eritrea,01-11-2020,114,0,86,577
Eritrea,01-12-2020,743,3,145,1320
Eritrea,01-01-2021,815,4,951,2135
Eritrea,01-02-2021,712,0,659,2847
Eritrea,01-03-2021,438,3,776,3285
Eritrea,01-04-2021,386,0,463,3671
Eritrea,01-05-2021,423,4,361,4094
Eritrea,01-06-2021,1915,9,1659,6009
Eritrea,01-07-2021,538,12,932,6547
Eritrea,01-08-2021,95,3,31,6642
Eritrea,01-09-2021,80,4,0,6722
Eritrea,01-10-2021,112,3,0,6834
Eritrea,01-11-2021,524,15,0,7358
Eritrea,01-12-2021,653,16,0,8011
Eritrea,01-01-2022,1525,22,0,9536
Eritrea,01-02-2022,165,5,0,9701
Eritrea,01-03-2022,27,0,0,9728
Eritrea,01-04-2022,5,0,0,9733
Estonia,01-01-2020,0,0,0,0
Estonia,01-02-2020,1,0,0,1
Estonia,01-03-2020,744,4,26,745
Estonia,01-04-2020,944,48,227,1689
Estonia,01-05-2020,180,16,1375,1869
Estonia,01-06-2020,120,1,205,1989
Estonia,01-07-2020,75,0,101,2064
Estonia,01-08-2020,311,1,158,2375
Estonia,01-09-2020,996,0,517,3371
Estonia,01-10-2020,1534,9,1206,4905
Estonia,01-11-2020,7403,45,3267,12308
Estonia,01-12-2020,15682,111,11248,27990
Estonia,01-01-2021,16218,190,15412,44208
Estonia,01-02-2021,21392,170,16170,65600
Estonia,01-03-2021,40824,313,31951,106424
Estonia,01-04-2021,15595,259,29415,122019
Estonia,01-05-2021,7525,91,11799,129544
Estonia,01-06-2021,1520,17,4278,131064
Estonia,01-07-2021,2493,3,1547,133557
Estonia,01-08-2021,8399,20,285,141956
Estonia,01-09-2021,14301,65,0,156257
Estonia,01-10-2021,37712,174,0,193969
Estonia,01-11-2021,28615,269,0,222584
Estonia,01-12-2021,18824,132,0,241408
Estonia,01-01-2022,96135,104,0,337543
Estonia,01-02-2022,156887,203,0,494430
Estonia,01-03-2022,61874,223,0,556304
Estonia,01-04-2022,10879,52,0,567183
Eswatini,01-01-2020,0,0,0,0
Eswatini,01-02-2020,0,0,0,0
Eswatini,01-03-2020,9,0,0,9
Eswatini,01-04-2020,91,1,12,100
Eswatini,01-05-2020,185,1,177,285
Eswatini,01-06-2020,527,9,219,812
Eswatini,01-07-2020,1836,30,806,2648
Eswatini,01-08-2020,1929,50,2315,4577
Eswatini,01-09-2020,905,18,1383,5482
Eswatini,01-10-2020,435,8,734,5917
Eswatini,01-11-2020,502,5,360,6419
Eswatini,01-12-2020,2939,83,1067,9358
Eswatini,01-01-2021,6353,360,3405,15711
Eswatini,01-02-2021,1303,87,4198,17014
Eswatini,01-03-2021,323,15,1852,17337
Eswatini,01-04-2021,1121,4,1215,18458
Eswatini,01-05-2021,137,2,131,18595
Eswatini,01-06-2021,489,5,233,19084
Eswatini,01-07-2021,6895,109,2811,25979
Eswatini,01-08-2021,17392,314,1209,43371
Eswatini,01-09-2021,2553,119,0,45924
Eswatini,01-10-2021,497,22,0,46421
Eswatini,01-11-2021,235,6,0,46656
Eswatini,01-12-2021,19453,55,0,66109
Eswatini,01-01-2022,2258,72,0,68367
Eswatini,01-02-2022,793,15,0,69160
Eswatini,01-03-2022,611,4,0,69771
Eswatini,01-04-2022,327,1,0,70098
Ethiopia,01-01-2020,0,0,0,0
Ethiopia,01-02-2020,0,0,0,0
Ethiopia,01-03-2020,26,0,8,26
Ethiopia,01-04-2020,105,3,57,131
Ethiopia,01-05-2020,1041,8,150,1172
Ethiopia,01-06-2020,4674,92,2221,5846
Ethiopia,01-07-2020,11684,171,4520,17530
Ethiopia,01-08-2020,34601,535,12044,52131
Ethiopia,01-09-2020,23237,389,12210,75368
Ethiopia,01-10-2020,20801,271,21313,96169
Ethiopia,01-11-2020,13905,237,21291,110074
Ethiopia,01-12-2020,14190,217,38288,124264
Ethiopia,01-01-2021,13386,170,10766,137650
Ethiopia,01-02-2021,21422,272,11996,159072
Ethiopia,01-03-2021,47517,500,23251,206589
Ethiopia,01-04-2021,50853,823,40753,257442
Ethiopia,01-05-2021,14099,477,39872,271541
Ethiopia,01-06-2021,4633,155,21638,276174
Ethiopia,01-07-2021,4191,65,3128,280365
Ethiopia,01-08-2021,27769,290,508,308134
Ethiopia,01-09-2021,37540,907,0,345674
Ethiopia,01-10-2021,19493,877,0,365167
Ethiopia,01-11-2021,6369,296,0,371536
Ethiopia,01-12-2021,48806,182,0,420342
Ethiopia,01-01-2022,44816,400,0,465158
Ethiopia,01-02-2022,3569,125,0,468727
Ethiopia,01-03-2022,1031,35,0,469758
Ethiopia,01-04-2022,501,12,0,470259
Fiji,01-01-2020,0,0,0,0
Fiji,01-02-2020,0,0,0,0
Fiji,01-03-2020,5,0,0,5
Fiji,01-04-2020,13,0,12,18
Fiji,01-05-2020,0,0,3,18
Fiji,01-06-2020,0,0,3,18
Fiji,01-07-2020,9,1,0,27
Fiji,01-08-2020,1,1,5,28
Fiji,01-09-2020,4,0,5,32
Fiji,01-10-2020,2,0,3,34
Fiji,01-11-2020,8,0,2,42
Fiji,01-12-2020,7,0,11,49
Fiji,01-01-2021,6,0,9,55
Fiji,01-02-2021,4,0,1,59
Fiji,01-03-2021,8,0,10,67
Fiji,01-04-2021,50,0,1,117
Fiji,01-05-2021,321,2,102,438
Fiji,01-06-2021,3980,17,715,4418
Fiji,01-07-2021,25363,217,6823,29781
Fiji,01-08-2021,16935,258,3143,46716
Fiji,01-09-2021,4307,130,0,51023
Fiji,01-10-2021,1118,50,0,52141
Fiji,01-11-2021,365,22,0,52506
Fiji,01-12-2021,826,2,0,53332
Fiji,01-01-2022,9523,103,0,62855
Fiji,01-02-2022,1075,33,0,63930
Fiji,01-03-2022,474,0,0,64404
Fiji,01-04-2022,105,28,0,64509
Finland,01-01-2020,1,0,0,1
Finland,01-02-2020,7,0,1,8
Finland,01-03-2020,1664,51,9,1672
Finland,01-04-2020,3664,205,2990,5336
Finland,01-05-2020,1638,49,2700,6974
Finland,01-06-2020,285,4,1100,7259
Finland,01-07-2020,208,3,350,7467
Finland,01-08-2020,735,2,250,8202
Finland,01-09-2020,2037,15,900,10239
Finland,01-10-2020,6205,21,3200,16444
Finland,01-11-2020,9077,92,5500,25521
Finland,01-12-2020,10901,150,12200,36422
Finland,01-01-2021,9124,111,2000,45546
Finland,01-02-2021,12549,81,15000,58095
Finland,01-03-2021,19948,98,0,78043
Finland,01-04-2021,9088,50,0,87131
Finland,01-05-2021,5584,43,0,92715
Finland,01-06-2021,3294,9,0,96009
Finland,01-07-2021,11449,21,0,107458
Finland,01-08-2021,20517,52,0,127975
Finland,01-09-2021,14135,61,0,142110
Finland,01-10-2021,17314,127,0,159424
Finland,01-11-2021,28966,233,0,188390
Finland,01-12-2021,82439,236,0,270829
Finland,01-01-2022,219041,276,0,489870
Finland,01-02-2022,147887,376,0,637757
Finland,01-03-2022,245919,778,0,883676
Finland,01-04-2022,65907,373,0,949583
France,01-01-2020,5,0,0,5
France,01-02-2020,95,2,12,100
France,01-03-2020,52181,3524,9501,52281
France,01-04-2020,140309,20823,39963,168861
France,01-05-2020,22553,4753,18997,190975
France,01-06-2020,17549,1041,7926,204244
France,01-07-2020,22995,436,5365,227239
France,01-08-2020,93921,378,5026,321160
France,01-09-2020,284733,1352,12373,605893
France,01-10-2020,808503,4870,24463,1414396
France,01-11-2020,908555,16025,44818,2276830
France,01-12-2020,400830,11940,32229,2677660
France,01-01-2021,578334,11442,30470,3255994
France,01-02-2021,559694,10379,31037,3815688
France,01-03-2021,889498,9219,39818,4705186
France,01-04-2021,972643,8878,45013,5677829
France,01-05-2021,399920,5017,45190,5728909
France,01-06-2021,108494,1566,13615,5837403
France,01-07-2021,353218,802,9314,6190621
France,01-08-2021,644401,2865,1941,6835022
France,01-09-2021,271006,2548,0,7106028
France,01-10-2021,162499,1151,0,7268527
France,01-11-2021,510048,1487,0,7778575
France,01-12-2021,2299208,4617,0,10077783
France,01-01-2022,9188713,7208,0,19266496
France,01-02-2022,3611430,7445,0,22877926
France,01-03-2022,2925247,3925,0,25803173
France,01-04-2022,2071096,1852,0,27874269
Gabon,01-01-2020,0,0,0,0
Gabon,01-02-2020,0,0,0,0
Gabon,01-03-2020,16,1,0,16
Gabon,01-04-2020,260,2,67,276
Gabon,01-05-2020,2379,14,655,2655
Gabon,01-06-2020,2739,25,1698,5394
Gabon,01-07-2020,1958,7,2523,7352
Gabon,01-08-2020,1181,4,2321,8533
Gabon,01-09-2020,233,1,741,8766
Gabon,01-10-2020,202,1,693,8968
Gabon,01-11-2020,246,5,368,9214
Gabon,01-12-2020,357,4,322,9571
Gabon,01-01-2021,1177,4,872,10748
Gabon,01-02-2021,3816,15,2883,14564
Gabon,01-03-2021,4986,35,3466,19550
Gabon,01-04-2021,3525,21,3020,23075
Gabon,01-05-2021,1354,13,2489,24429
Gabon,01-06-2021,555,7,2480,24984
Gabon,01-07-2021,400,5,568,25384
Gabon,01-08-2021,504,2,62,25888
Gabon,01-09-2021,4267,20,0,30155
Gabon,01-10-2021,5370,53,0,35525
Gabon,01-11-2021,1817,40,0,37342
Gabon,01-12-2021,4456,9,0,41798
Gabon,01-01-2022,5127,13,0,46925
Gabon,01-02-2022,618,2,0,47543
Gabon,01-03-2022,41,0,0,47584
Gabon,01-04-2022,10,0,0,47594
Gambia,01-01-2020,0,0,0,0
Gambia,01-02-2020,0,0,0,0
Gambia,01-03-2020,4,1,0,4
Gambia,01-04-2020,7,0,8,11
Gambia,01-05-2020,14,0,12,25
Gambia,01-06-2020,24,1,7,49
Gambia,01-07-2020,449,7,41,498
Gambia,01-08-2020,2565,87,964,2963
Gambia,01-09-2020,616,16,1129,3579
Gambia,01-10-2020,93,7,1035,3672
Gambia,01-11-2020,70,4,405,3742
Gambia,01-12-2020,55,1,63,3797
Gambia,01-01-2021,293,4,128,4090
Gambia,01-02-2021,622,22,297,4712
Gambia,01-03-2021,747,15,981,5459
Gambia,01-04-2021,439,9,287,5898
Gambia,01-05-2021,95,5,423,5993
Gambia,01-06-2021,86,2,78,6079
Gambia,01-07-2021,1630,31,742,7709
Gambia,01-08-2021,1989,107,710,9698
Gambia,01-09-2021,236,19,0,9934
Gambia,01-10-2021,31,2,0,9965
Gambia,01-11-2021,24,2,0,9989
Gambia,01-12-2021,181,1,0,10170
Gambia,01-01-2022,1672,19,0,11842
Gambia,01-02-2022,97,3,0,11939
Gambia,01-03-2022,49,0,0,11988
Gambia,01-04-2022,6,0,0,11994
Gaza,01-01-2020,0,0,0,0
Gaza,01-02-2020,0,0,0,0
Gaza,01-03-2020,119,1,18,119
Gaza,01-04-2020,225,1,71,344
Gaza,01-05-2020,104,1,296,448
Gaza,01-06-2020,1980,5,79,2428
Gaza,01-07-2020,9409,74,4626,11837
Gaza,01-08-2020,10892,70,9979,22729
Gaza,01-09-2020,17170,159,16687,39899
Gaza,01-10-2020,13621,172,14566,53520
Gaza,01-11-2020,32127,249,18678,85647
Gaza,01-12-2020,52357,668,52196,138004
Gaza,01-01-2021,20958,433,31810,158962
Gaza,01-02-2021,24650,209,17943,183612
Gaza,01-03-2021,58741,585,48493,242353
Gaza,01-04-2021,54109,622,56904,296462
Gaza,01-05-2021,11888,248,28443,308350
Gaza,01-06-2021,5817,66,7410,314167
Gaza,01-07-2021,2571,40,3646,316738
Gaza,01-08-2021,25544,77,488,342282
Gaza,01-09-2021,61434,418,0,403716
Gaza,01-10-2021,49281,565,0,452997
Gaza,01-11-2021,7056,133,0,460053
Gaza,01-12-2021,9695,123,0,469748
Gaza,01-01-2022,54968,179,0,524716
Gaza,01-02-2022,121231,403,0,645947
Gaza,01-03-2022,9803,154,0,655750
Gaza,01-04-2022,867,1,0,656617
Georgia,01-01-2020,0,0,0,0
Georgia,01-02-2020,1,0,0,1
Georgia,01-03-2020,109,0,21,110
Georgia,01-04-2020,429,6,163,539
Georgia,01-05-2020,244,6,421,783
Georgia,01-06-2020,145,3,189,928
Georgia,01-07-2020,240,2,146,1168
Georgia,01-08-2020,319,2,300,1487
Georgia,01-09-2020,4705,20,1880,6192
Georgia,01-10-2020,32744,268,19571,38936
Georgia,01-11-2020,96648,960,91295,135584
Georgia,01-12-2020,91836,1238,97741,227420
Georgia,01-01-2021,30691,673,37301,258111
Georgia,01-02-2021,12647,332,16086,270758
Georgia,01-03-2021,11003,268,8053,281761
Georgia,01-04-2021,28549,332,17600,310310
Georgia,01-05-2021,33653,663,36851,343963
Georgia,01-06-2021,22115,543,24129,366078
Georgia,01-07-2021,53456,504,30646,419534
Georgia,01-08-2021,130277,1588,8434,549811
Georgia,01-09-2021,63201,1538,0,613012
Georgia,01-10-2021,106235,1099,0,719247
Georgia,01-11-2021,126396,2009,0,845643
Georgia,01-12-2021,89098,1746,0,934741
Georgia,01-01-2022,241182,1180,0,1175923
Georgia,01-02-2022,429549,1183,0,1605472
Georgia,01-03-2022,42792,582,0,1648264
Georgia,01-04-2022,4665,44,0,1652929
Germany,01-01-2020,5,0,0,5
Germany,01-02-2020,61,0,16,66
Germany,01-03-2020,61847,583,16084,61913
Germany,01-04-2020,97206,5705,107400,159119
Germany,01-05-2020,22363,2212,41852,181482
Germany,01-06-2020,12777,474,12748,194259
Germany,01-07-2020,14439,168,13892,208698
Germany,01-08-2020,33683,164,24803,242381
Germany,01-09-2020,46838,190,40066,289219
Germany,01-10-2020,229534,964,99549,518753
Germany,01-11-2020,535116,5796,392809,1053869
Germany,01-12-2020,665868,16823,601489,1719737
Germany,01-01-2021,496626,23874,589338,2216363
Germany,01-02-2021,225973,13100,319502,2442336
Germany,01-03-2021,366537,6297,280112,2808873
Germany,01-04-2021,572724,6508,468980,3381597
Germany,01-05-2021,299529,5592,489940,3681126
Germany,01-06-2021,47015,2433,125220,3728141
Germany,01-07-2021,41024,783,33670,3769165
Germany,01-08-2021,173691,542,6110,3942856
Germany,01-09-2021,284645,1438,0,4227501
Germany,01-10-2021,370049,2091,0,4597550
Germany,01-11-2021,1239263,5615,0,5836813
Germany,01-12-2021,1313609,10581,0,7150422
Germany,01-01-2022,2665111,5861,0,9815533
Germany,01-02-2022,4929574,4916,0,14745107
Germany,01-03-2022,6611988,7006,0,21357095
Germany,01-04-2022,2059624,3247,0,23416663
Ghana,01-01-2020,0,0,0,0
Ghana,01-02-2020,0,0,0,0
Ghana,01-03-2020,161,5,31,161
Ghana,01-04-2020,1913,12,212,2074
Ghana,01-05-2020,5996,19,2735,8070
Ghana,01-06-2020,9671,76,10321,17741
Ghana,01-07-2020,17760,70,18828,35501
Ghana,01-08-2020,8797,94,10867,44298
Ghana,01-09-2020,2328,25,2794,46626
Ghana,01-10-2020,1429,19,1412,48055
Ghana,01-11-2020,3612,3,3378,51667
Ghana,01-12-2020,3104,12,3047,54771
Ghana,01-01-2021,12239,81,7642,67010
Ghana,01-02-2021,17013,191,16736,84023
Ghana,01-03-2021,6560,136,10093,90583
Ghana,01-04-2021,1979,36,2131,92562
Ghana,01-05-2021,1336,6,1765,93898
Ghana,01-06-2021,2016,11,1483,95914
Ghana,01-07-2021,7105,27,3769,103019
Ghana,01-08-2021,16417,213,1420,119436
Ghana,01-09-2021,8046,120,0,127482
Ghana,01-10-2021,2595,19,0,130077
Ghana,01-11-2021,843,34,0,130920
Ghana,01-12-2021,12066,86,0,142986
Ghana,01-01-2022,13934,100,0,156920
Ghana,01-02-2022,2754,47,0,159674
Ghana,01-03-2022,1297,3,0,160971
Ghana,01-04-2022,130,0,0,161101
Greece,01-01-2020,0,0,0,0
Greece,01-02-2020,4,0,0,4
Greece,01-03-2020,1152,38,52,1156
Greece,01-04-2020,1435,102,1322,2591
Greece,01-05-2020,326,35,0,2917
Greece,01-06-2020,492,17,0,3409
Greece,01-07-2020,1068,14,0,4477
Greece,01-08-2020,5840,60,2430,10317
Greece,01-09-2020,8158,125,7882,18475
Greece,01-10-2020,20776,235,11388,39251
Greece,01-11-2020,66020,1780,0,105271
Greece,01-12-2020,33579,2432,70690,138850
Greece,01-01-2021,18107,958,0,156957
Greece,01-02-2021,34143,708,0,191100
Greece,01-03-2021,72589,1589,0,263689
Greece,01-04-2021,81344,2288,0,345033
